kabupaten,bulan,tahun,alokasi_urea,distribusi_urea,alokasi_organik,distribusi_organik,alokasi_za,distribusi_za,alokasi_NPK,distribusi_NPK,curah_hujan,suhu,luas_panen_padi,produksi_padi_ton,luas_panen_jagung,produksi_jagung_ton,luas_panen_kedelai,produksi_kedelai_ton
Tulungagung,Juni,2023,30499,14294.4,0,0.0,0.0,0.0,17504,8617.3,2.29,26.02,2329,12599,1583,9071,"74,25","129,93"
Tulungagung,Juli,2023,30499,16559.2,0,0.0,0.0,0.0,17504,9818.8,2.28,24.84,2329,12576,1253,7142,"108,20","196,91"
Tulungagung,Agustus,2023,30499,18424.4,0,0.0,0.0,0.0,17504,11783.7,0.48,24.86,2329,12553,1148,6451,"130,24","237,02"
Tulungagung,September,2023,30499,21321.6,0,0.0,0.0,0.0,17504,13388.3,0.94,25.29,3699,19900,1260,7118,"175,91","320,12"
Tulungagung,Oktober,2023,30499,23884.6,0,0.0,0.0,0.0,17504,15065.3,1.17,27.31,3699,19863,1122,6261,"109,52","199,32"
Tulungagung,November,2023,30499,25949.0,0,0.0,0.0,0.0,17504,16155.4,4.3,27.62,3014,16155,992,5602,"36,23","63,39"
Tulungagung,Desember,2023,30499,26964.7,0,0.0,0.0,0.0,17504,16827.5,3.8,27.37,3014,16124,969,5390,"3,68","6,34"
Tulungagung,Januari,2024,14720,104.6,0,0.0,0.0,0.0,9715,65.3,08.01,26.84,3059,16732,1214,6920,"5,70","9,86"
Tulungagung,Februari,2024,14720,1816.4,0,0.0,0.0,0.0,9715,1068.0,8.89,26.71,3059,16702,2058,11934,"5,66","9,79"
Tulungagung,Maret,2024,14720,3871.1,0,0.0,0.0,0.0,9715,2616.9,8.4,26.72,3754,20496,1743,9832,"8,20","14,43"
Tulungagung,April,2024,25160,5443.3,4523,0.0,0.0,0.0,20781,3547.6,5.16,27.01,3754,20421,1040,6011,"13,45","23,66"
Tulungagung,Mei,2024,25160,7834.6,4523,0.0,0.0,0.0,20781,5104.8,2.37,26.79,2363,12831,1216,6991,"29,55","52,00"
Tulungagung,Juni,2024,25160,9790.1,4523,0.0,0.0,0.0,20781,6554.0,1.45,26.73,2363,12807,1509,8647,"54,70","96,26"
Tulungagung,Juli,2024,25160,11844.6,4523,0.0,0.0,0.0,20781,8194.7,1.13,25.61,2363,12807,1192,6808,"80,91","148,05"
Tulungagung,Agustus,2024,25160,14025.4,4523,0.0,0.0,0.0,20781,10269.9,0.87,25.53,2363,12760,1059,5963,"98,30","179,87"
Tulungagung,September,2024,25160,16712.0,4523,0.56,0.0,0.0,20781,13039.0,2.29,26.53,3754,20234,1205,6806,"132,20","241,90"
Tulungagung,Oktober,2024,26084,19227.6,527,45.26,0.0,0.0,20781,15847.1,2.93,27.15,3754,20196,1065,6147,"81,14","148,48"
Tulungagung,November,2024,26084,23019.1,527,102.76,0.0,0.0,20781,19248.3,10.3,26.71,3059,16457,940,5322,"26,53","46,68"
Tulungagung,Desember,2024,26084,25602.8,525,171.08,0.0,0.0,20781,20728.4,11.72,26.25,3059,16396,890,5119,"2,70","4,68"
Tulungagung,Januari,2025,26069,1433.1,727,81.09,0.0,0.0,21138,1274.5,10.53,25.72,3104,17040,1328,7585,"4,05","6,88"
Tulungagung,Februari,2025,26069,4234.8,0,0.0,0.0,0.0,21138,3638.5,8.72,26.02,3104,17009,2182,12654,"4,00","6,79"
Tulungagung,Maret,2025,26069,6840.4,0,0.0,0.0,0.0,0,6008.7,07.09,26.14,3809,20835,1817,10265,"5,71","9,87"
Tulungagung,April,2025,26069,8216.6,727,413.8,0.0,0.0,21276,7264.2,4.19,26.35,3809,20797,1150,6661,"9,26","16,01"
Tulungagung,Mei,2025,26069,10360.4,727,522.71,0.0,0.0,21276,9175.0,8.33,26.02,2398,13069,1301,7496,"20,42","35,33"
Tulungagung,Juni,2025,26069,12373.9,727,575.91,0.0,0.0,21276,11009.0,3.38,25.95,2398,13045,1603,9203,"38,36","66,35"
Tulungagung,Juli,2025,29069,15057.7,2373,639.35,0.0,0.0,22276,13317.3,1.64,25.11,2398,13021,1269,7246,"57,34","103,20"
Tulungagung,Agustus,2025,29069,16141.7,2373,669.15,0.0,0.0,22276,14334.7,3.32,25.6,2398,12997,1161,6538,"69,55","125,18"
Tulungagung,September,2025,29069,19294.6,2373,732.57,1300.0,0.0,22676,16789.6,3.51,25.95,3809,20606,1284,7265,"92,34","166,19"
Tulungagung,Oktober,2025,29069,22742.5,2373,780.41,1300.0,0.0,22676,19185.8,6.88,26.41,3809,20568,1099,6344,"55,94","100,68"
Tulungagung,November,2025,28569,25864.97,2373,854.69,201.0,70.72,23683,21590.19,14.76,25.89,3104,16730,998,5646,"18,28","31,62"
Tulungagung,Desember,2025,28569,28223.61,2373,883.12,200.96,163.51,23683,23589.35,5.27,26.58,3104,16699,944,5428,"1,89","3,21"
